timestamp_us;participant;state;active_label_id;active_label_name;stream_index;ch0;ch1;ch2;ch3;ch4;ch5;ch6;ch7
10300781;Sofiia;PAUSED;0;rest;2;3;1;0;-2;-2;1;0;1
10300781;Sofiia;PAUSED;0;rest;2;0;-2;0;-1;1;-3;0;-2
10306640;Sofiia;PAUSED;0;rest;3;0;0;-2;-3;-1;-1;1;-1
10306640;Sofiia;PAUSED;0;rest;3;-2;2;0;1;1;-2;0;-2
10316406;Sofiia;PAUSED;0;rest;0;-4;-3;1;0;-1;-1;0;-2
10316406;Sofiia;PAUSED;0;rest;0;-1;1;0;1;-1;1;-1;-1
10331054;Sofiia;PAUSED;0;rest;1;-1;2;0;-2;-1;0;0;-1
10331054;Sofiia;PAUSED;0;rest;1;0;-3;-3;-1;-3;-1;-1;-2
10337890;Sofiia;PAUSED;0;rest;2;-1;-2;-2;0;-1;-1;0;-2
10337890;Sofiia;PAUSED;0;rest;2;0;-2;0;0;-2;-1;-2;0
10346679;Sofiia;PAUSED;0;rest;3;-1;-4;-1;0;1;1;-1;-1
10346679;Sofiia;PAUSED;0;rest;3;-1;-2;0;-1;-2;0;0;-1
10361328;Sofiia;PAUSED;0;rest;0;2;0;0;-2;0;-1;-1;0
10361328;Sofiia;PAUSED;0;rest;0;-1;-4;-1;-1;1;-3;-1;-2
10367187;Sofiia;PAUSED;0;rest;1;-1;-3;-2;-3;-2;-1;0;0
10367187;Sofiia;PAUSED;0;rest;1;-2;-5;-2;0;1;-3;0;-2
10375976;Sofiia;PAUSED;0;rest;2;0;-1;-3;-2;-2;-2;-2;0
10375976;Sofiia;PAUSED;0;rest;2;1;-2;-1;0;0;0;0;-1
10391601;Sofiia;PAUSED;0;rest;3;-2;-2;-2;-1;1;-1;0;0
10391601;Sofiia;PAUSED;0;rest;3;-2;-3;-1;-2;0;1;0;-1
10397460;Sofiia;PAUSED;0;rest;0;0;0;0;1;0;-1;0;-1
10397460;Sofiia;PAUSED;0;rest;0;0;-1;-1;-2;-3;0;-2;-1
10406250;Sofiia;PAUSED;0;rest;1;-2;-4;0;0;0;-1;-1;-1
10406250;Sofiia;PAUSED;0;rest;1;1;1;-1;-1;-1;1;-1;-1
10420898;Sofiia;PAUSED;0;rest;2;-1;0;0;0;0;-2;-2;-2
10420898;Sofiia;PAUSED;0;rest;2;-1;0;-2;0;-2;-1;-1;-2
10427734;Sofiia;PAUSED;0;rest;3;1;-10;1;-3;0;-2;-1;-1
10427734;Sofiia;PAUSED;0;rest;3;0;3;1;0;1;0;-1;1
10436523;Sofiia;PAUSED;0;rest;0;0;3;1;0;-1;-1;-3;-1
10436523;Sofiia;PAUSED;0;rest;0;0;1;-2;-2;0;-2;0;0
10451171;Sofiia;PAUSED;0;rest;1;-3;2;-2;0;-1;-1;0;-1
10451171;Sofiia;PAUSED;0;rest;1;-2;0;0;-1;0;-1;0;0
10457031;Sofiia;PAUSED;0;rest;2;-1;-2;-2;-1;0;0;1;-2
10457031;Sofiia;PAUSED;0;rest;2;-2;0;-1;0;0;0;-1;-2
10465820;Sofiia;PAUSED;0;rest;3;-1;0;-2;-1;0;0;-1;0
10465820;Sofiia;PAUSED;0;rest;3;-3;-6;-1;-3;-1;-1;0;-1
10481445;Sofiia;PAUSED;0;rest;0;-3;1;-2;-1;0;0;0;-1
10481445;Sofiia;PAUSED;0;rest;0;-1;-2;-2;-1;-1;0;-1;0
10487304;Sofiia;PAUSED;0;rest;1;-1;-1;-2;-1;-2;-1;-2;0
10487304;Sofiia;PAUSED;0;rest;1;0;-4;-3;1;-1;-2;0;-3
10496093;Sofiia;PAUSED;0;rest;2;0;3;2;0;-1;2;0;0
10496093;Sofiia;PAUSED;0;rest;2;0;3;-1;2;0;0;-1;-1
10510742;Sofiia;PAUSED;0;rest;3;-1;1;-2;-1;1;-1;-2;-1
10510742;Sofiia;PAUSED;0;rest;3;0;-3;-1;-2;2;-2;-1;-2
10517578;Sofiia;PAUSED;0;rest;0;-3;-2;-2;-1;-1;-1;-1;0
